gene,log2FC,pvalue,padj,-log10_padj,Significance
LOC100996590,0.043595467792182596,0.7800608783219624,0.8926371733097271,0.0493250312002539,Not Significant
RP11-539G18.2,-0.06998231333534233,0.7801706974730163,0.8926371733097271,0.0493250312002539,Not Significant
RPS12,0.018329112651998464,0.7801495497126691,0.8926371733097271,0.0493250312002539,Not Significant
THNSL2,0.032835242689178396,0.7801263138824786,0.8926371733097271,0.0493250312002539,Not Significant
UBA2,-0.016170636116970574,0.7801412887953578,0.8926371733097271,0.0493250312002539,Not Significant
CPNE8,0.032187954309450956,0.7802859803517137,0.8926917961121661,0.04929845639852376,Not Significant
SLC22A4,0.06302823836800442,0.7803531988035279,0.8927240594312359,0.04928276058021015,Not Significant
NALCN-AS1,-0.05476977188222223,0.7804794502137844,0.8928238498520767,0.04923421701670476,Not Significant
LOC100996747,0.02242297256557424,0.7805348492132616,0.8928425832416471,0.049225104667872666,Not Significant
FAM205A,0.03645613506180401,0.7806552246331444,0.89290148029636,0.04919645703981253,Not Significant
LOC101927244,0.06038930760727643,0.7806643886297371,0.89290148029636,0.04919645703981253,Not Significant
LOC101928099,0.05884956285800513,0.7807042698277523,0.8929024590681816,0.04919598097948834,Not Significant
GJA8,-0.043346598331824776,0.7810488174510498,0.8930902761559489,0.049104639146437756,Not Significant
KIAA0319L,0.03737267611295529,0.7809677010796701,0.8930902761559489,0.049104639146437756,Not Significant
LOC102723809,-0.05883026831474117,0.7811360329849851,0.8930902761559489,0.049104639146437756,Not Significant
LUZP1,-0.021965933072051552,0.7810992821426539,0.8930902761559489,0.049104639146437756,Not Significant
OTUD7B,-0.0219546611730801,0.7809101054527189,0.8930902761559489,0.049104639146437756,Not Significant
TMEM151A,-0.04645683850869173,0.7810653502595384,0.8930902761559489,0.049104639146437756,Not Significant
USP4,0.01600874283991753,0.781141722309128,0.8930902761559489,0.049104639146437756,Not Significant
BAG2,-0.025431715405485222,0.7814239700161487,0.8933397972700124,0.04898331825593905,Not Significant
LINC00582,0.04563692091247276,0.7814380551819069,0.8933397972700124,0.04898331825593905,Not Significant
GSTM4,-0.036419907546978776,0.781540245490148,0.8933673469631588,0.04896992526117643,Not Significant
LAT,-0.049815948145913225,0.7815075793401688,0.8933673469631588,0.04896992526117643,Not Significant
PF4,-0.05615636619435088,0.7816300310148498,0.8934253439386404,0.04894173198888935,Not Significant
PKP2,-0.04615566274746158,0.7817977721366174,0.8935277999143717,0.04889193094614802,Not Significant
S100A7A,0.04404838709677547,0.781776558712642,0.8935277999143717,0.04889193094614802,Not Significant
ARHGAP9,-0.026749472414830583,0.7818475287695101,0.8935400328794402,0.0488859852185946,Not Significant
AC136289.1,0.06818410210029222,0.7821942002077532,0.8936103467234077,0.04885181135745704,Not Significant
ADGB,0.06500954677921907,0.7824167865345292,0.8936103467234077,0.04885181135745704,Not Significant
ALS2,-0.019211067564397236,0.7823961922959002,0.8936103467234077,0.04885181135745704,Not Significant
ARHGDIA,0.020625615516030177,0.7821013325057659,0.8936103467234077,0.04885181135745704,Not Significant
BST1,-0.043235453723242195,0.7821638336423775,0.8936103467234077,0.04885181135745704,Not Significant
CHRNA2,0.03625675811476381,0.782249199771514,0.8936103467234077,0.04885181135745704,Not Significant
FRMD4B,-0.033106253977823435,0.7823340531694526,0.8936103467234077,0.04885181135745704,Not Significant
HAO1,-0.05545030650185815,0.7823870695139852,0.8936103467234077,0.04885181135745704,Not Significant
LSAMP-AS1,0.051618731785751215,0.7820034384641634,0.8936103467234077,0.04885181135745704,Not Significant
NKX2-2,-0.06590915485880723,0.7822034168267766,0.8936103467234077,0.04885181135745704,Not Significant
SHISA7,0.048024218671491564,0.7819941952549558,0.8936103467234077,0.04885181135745704,Not Significant
TMEM187,-0.02477087729876229,0.782361432958562,0.8936103467234077,0.04885181135745704,Not Significant
ZNF28,0.0683009747764053,0.7824159712417477,0.8936103467234077,0.04885181135745704,Not Significant
CTD-3025N20.3,-0.0329478444377435,0.7825698631382042,0.8937405644705058,0.04878853016431645,Not Significant
HOXB13,-0.030775851673197685,0.7826092505902783,0.8937409360372133,0.048788349609305746,Not Significant
EXD3,-0.028064080661908852,0.782660040263915,0.893754328271031,0.048781841985634095,Not Significant
AKTIP,0.020213496131044256,0.7828827943774193,0.8938302562552571,0.048744948509513594,Not Significant
APOBEC3D,0.035777811275250204,0.7828308826351316,0.8938302562552571,0.048744948509513594,Not Significant
CECR3,0.04837574113154537,0.7828506743412047,0.8938302562552571,0.048744948509513594,Not Significant
TAPBP,0.026287776772855348,0.7828296581832718,0.8938302562552571,0.048744948509513594,Not Significant
LOC728073,-0.05764777409305488,0.7831287380828371,0.8939002673990242,0.048710932808575455,Not Significant
RSG1,-0.028814491005927402,0.7831519469636973,0.8939002673990242,0.048710932808575455,Not Significant
TAF9B,0.016079107627376202,0.7831980643301362,0.8939002673990242,0.048710932808575455,Not Significant
TFB2M,0.02979253341372838,0.7830402223116959,0.8939002673990242,0.048710932808575455,Not Significant
TNF,-0.06387508793085915,0.7831341357241365,0.8939002673990242,0.048710932808575455,Not Significant
TTC9B,-0.029944025726056617,0.7832397129619026,0.8939002673990242,0.048710932808575455,Not Significant
ZNF280A,0.0667378152949464,0.7832395016006642,0.8939002673990242,0.048710932808575455,Not Significant
ZNF582-AS1,-0.044395186413424804,0.7832566678678163,0.8939002673990242,0.048710932808575455,Not Significant
GPR50,0.0489098583056988,0.7833597937916923,0.8939733693428061,0.04867541825076089,Not Significant
DNMT3L,-0.06041221987739809,0.7838878175508128,0.894445657889698,0.04844603988760765,Not Significant
HEXA,-0.022779645261780834,0.7838293803385435,0.894445657889698,0.04844603988760765,Not Significant
LOC102723721,-0.05345985328107593,0.7838909236015832,0.894445657889698,0.04844603988760765,Not Significant
MIR29B2,0.04685508994071183,0.7840213432134907,0.8945498595085357,0.04839544815869868,Not Significant
KLHL29,-0.03129615114058776,0.7841977987375569,0.8946896355992762,0.04832759364822085,Not Significant
LHX9,0.033798085619536414,0.784261159596988,0.8946896355992762,0.04832759364822085,Not Significant
RP1-155D22.1,-0.04002150537634261,0.7842245813422197,0.8946896355992762,0.04832759364822085,Not Significant
RP11-330M19.1,-0.050559039292532235,0.784350651485374,0.8947471160186148,0.0482996927694418,Not Significant
GRK5,-0.028121545573307552,0.7844475617779316,0.8948130528207735,0.04826768938688617,Not Significant
DDX3Y,0.07074331725454847,0.7845124635575368,0.8948424730144295,0.04825341063035672,Not Significant
SPRR1B,0.08628147924831792,0.7845941602409865,0.8948910461771571,0.04822983722535521,Not Significant
LCN10,0.03792754497035604,0.7846885994304362,0.8949541475982443,0.048199214913341754,Not Significant
LOC728196,-0.047667571098381156,0.7848946421766229,0.8950999059463256,0.04812848850563625,Not Significant
TEX261,0.018834639734701994,0.78485751299071,0.8950999059463256,0.04812848850563625,Not Significant
ELFN2,0.026020249221185045,0.7850191101938092,0.8951972309227649,0.04808126986311022,Not Significant
LOC400940,-0.0332314340267299,0.7851527349277314,0.8953049875477944,0.048028996141008605,Not Significant
STATH,-0.07513616721937366,0.7853893554915223,0.8955301731110351,0.04791977687819363,Not Significant
C20orf181,0.04555934076977286,0.7855559731327839,0.8956196579177225,0.047876382677309266,Not Significant
MOGAT1,-0.05250688373027725,0.7855130954580947,0.8956196579177225,0.047876382677309266,Not Significant
PNLIPRP3,0.05969570897397357,0.7855852672530932,0.8956196579177225,0.047876382677309266,Not Significant
LINC00326,0.05643342377650599,0.7856450377945818,0.8956431721345307,0.04786498055983622,Not Significant
FANCC,-0.03190814993467889,0.7857693531638936,0.8957402620890781,0.047817904505939667,Not Significant
C16orf54,-0.04404311124509848,0.7859782303839906,0.8958444710165242,0.04776738234935989,Not Significant
CTD-2534I21.8,0.05359943724248897,0.7859233822941251,0.8958444710165242,0.04776738234935989,Not Significant
USH1G,0.045177871570697525,0.7859432053471931,0.8958444710165242,0.04776738234935989,Not Significant
CC2D1B,-0.025876846548084143,0.7860514289213069,0.895883272414421,0.04774857231188503,Not Significant
BPESC1,0.07232921314440845,0.7864117282998104,0.8962492699491762,0.04757118508389065,Not Significant
NDEL1,0.03035117073661095,0.7865884008617627,0.8964059676105559,0.04749526091463398,Not Significant
ATAD2B,-0.023759354168758573,0.7868735056920817,0.8964519082823468,0.04747300395770912,Not Significant
CLPS,-0.04364737212340328,0.7869029775324585,0.8964519082823468,0.04747300395770912,Not Significant
CYP46A1,-0.05210812983619609,0.7868672702735813,0.8964519082823468,0.04747300395770912,Not Significant
LINC00382,-0.04953693096171156,0.786832251131433,0.8964519082823468,0.04747300395770912,Not Significant
LOC101929109,0.060135061802834545,0.7867907263926004,0.8964519082823468,0.04747300395770912,Not Significant
LOC101930026,-0.051799216159178846,0.7869005382742874,0.8964519082823468,0.04747300395770912,Not Significant
MTRF1,-0.023972163601646446,0.7868215819558879,0.8964519082823468,0.04747300395770912,Not Significant
CPT1A,0.03279893980504611,0.7871057386651809,0.8965316120980961,0.04743439241778598,Not Significant
EPAS1,-0.03685855692895017,0.7870590385175515,0.8965316120980961,0.04743439241778598,Not Significant
FOXH1,-0.04030218068535712,0.7871577217836199,0.8965316120980961,0.04743439241778598,Not Significant
LCE1B,-0.05908411214953163,0.7871688616887523,0.8965316120980961,0.04743439241778598,Not Significant
PRKAR1AP,-0.05649663350416914,0.7871041225162629,0.8965316120980961,0.04743439241778598,Not Significant
AC079807.4,0.05699738719726739,0.7874329108212661,0.8966538097641252,0.04737520191635422,Not Significant
DCAF13,0.024372223897097423,0.7873665525187576,0.8966538097641252,0.04737520191635422,Not Significant
DCTN3,-0.02013988543864706,0.7873254759801741,0.8966538097641252,0.04737520191635422,Not Significant
EOMES,0.05076776203396871,0.7874007332718845,0.8966538097641252,0.04737520191635422,Not Significant
LOC101929517,-0.058753090141693304,0.7875506492830764,0.8966986243143463,0.04735349652091247,Not Significant
PTMA,-0.015057029444274006,0.7875362113839057,0.8966986243143463,0.04735349652091247,Not Significant
STK32A,-0.02824909556828356,0.7877646351338128,0.8968976339501212,0.047257121668858613,Not Significant
DCDC1,0.07143101195859797,0.7879046742105446,0.897012436977522,0.047201535469547945,Not Significant
DHX16,-0.0202508290624039,0.7880732480872608,0.8970140520337578,0.047200753530133456,Not Significant
GP1BB,0.04438483569490592,0.7882265845233705,0.8970140520337578,0.047200753530133456,Not Significant
LAMP2,0.02200587880615261,0.7880167695893584,0.8970140520337578,0.047200753530133456,Not Significant
LAMP5,0.07210833082102419,0.7881871273156559,0.8970140520337578,0.047200753530133456,Not Significant
LOC100507616,-0.07003939302582504,0.7882981444162049,0.8970140520337578,0.047200753530133456,Not Significant
LOC101929622,-0.056494623655913,0.7882958579740154,0.8970140520337578,0.047200753530133456,Not Significant
LOC102725016,-0.03487498743844698,0.7882507198428712,0.8970140520337578,0.047200753530133456,Not Significant
NTNG2,0.05102140488393267,0.7879846830083761,0.8970140520337578,0.047200753530133456,Not Significant
PLEKHG3,0.029542734398554045,0.7882618627583058,0.8970140520337578,0.047200753530133456,Not Significant
RP5-968J1.1,0.046815696914883756,0.7880423505499914,0.8970140520337578,0.047200753530133456,Not Significant
CTBP1,-0.021795749170935436,0.7883625562573062,0.8970427335969349,0.0471868674093362,Not Significant
MTERF3,0.017747362074166217,0.7884288963454449,0.8970736062650444,0.04717192096566917,Not Significant
IGKV1-37,0.09209687468596295,0.7884957253230245,0.8970763492926168,0.04717059300338294,Not Significant
QTRT1,-0.03580715505979121,0.7885489308117617,0.8970763492926168,0.04717059300338294,Not Significant
ZNF19,0.0231844370750022,0.7885191474581064,0.8970763492926168,0.04717059300338294,Not Significant
IKZF3,0.029023146752422208,0.7886596327346541,0.8970864065292457,0.04716572410020571,Not Significant
IMMT,0.020519545774296488,0.788753812943568,0.8970864065292457,0.04716572410020571,Not Significant
LOC102724689,0.08285699929655424,0.7886366266718621,0.8970864065292457,0.04716572410020571,Not Significant
RP1-190J20.2,0.05644648779017296,0.7887449455486739,0.8970864065292457,0.04716572410020571,Not Significant
RP3-406C18.2,-0.047715405486884924,0.7887141068696004,0.8970864065292457,0.04716572410020571,Not Significant
KRT34,0.05103939302582713,0.7888509099155692,0.8971522427114138,0.04713385287655312,Not Significant
AHSP,0.0387580142699241,0.7888919665752676,0.8971543414305941,0.047132836927364564,Not Significant
STAB1,-0.03397329414129102,0.78902362129608,0.897259465966914,0.04708195122207144,Not Significant
C4orf36,0.06382062104311184,0.7892713204030345,0.8973823837966687,0.04702246020409423,Not Significant
DNAJC8,-0.016349211134556785,0.7892815548328538,0.8973823837966687,0.04702246020409423,Not Significant
KCNJ2-AS1,-0.06999929655310924,0.7892885966575245,0.8973823837966687,0.04702246020409423,Not Significant
VN1R1,-0.041116370214047446,0.7892623044952364,0.8973823837966687,0.04702246020409423,Not Significant
MFSD2A,0.030733041905337932,0.7894202925379477,0.8974875176779251,0.04697158290707627,Not Significant
KDM2A,-0.025834254513782073,0.7895850857170023,0.8975410751791043,0.046945667189269756,Not Significant
RP11-301O19.1,0.06160757712792811,0.7895183241599868,0.8975410751791043,0.046945667189269756,Not Significant
RPL23AP22,0.05866184303085233,0.7895839476638902,0.8975410751791043,0.046945667189269756,Not Significant
LOC101927247,0.04411144608582181,0.7897295010316001,0.8976606380646337,0.04688781797809806,Not Significant
AC005606.14,0.05322399758818347,0.7898236320799461,0.8977230353695562,0.04685763077563502,Not Significant
C16orf72,0.011842025927044808,0.7899201347615856,0.8977881219683612,0.04682614475495091,Not Significant
CTNS,0.028249522661040638,0.7900085480427127,0.8978440085047321,0.046799111139373975,Not Significant
TTC37,0.016985026630491812,0.7901463763672993,0.8979560468526204,0.04674492065623258,Not Significant
INPP4B,0.03484441262184815,0.7903030931026919,0.8980125457121264,0.046717595965782024,Not Significant
LGALS1,-0.035774193548384375,0.7903530871068658,0.8980125457121264,0.046717595965782024,Not Significant
RGSL1,-0.05132529394030644,0.7902480973399171,0.8980125457121264,0.046717595965782024,Not Significant
STOX1,0.046387247512813826,0.7903353329763085,0.8980125457121264,0.046717595965782024,Not Significant
TMEM213,0.03828916691789855,0.7904148865946407,0.8980381669125721,0.0467052052844991,Not Significant
HAND1,-0.05667068636317848,0.7904835479913859,0.8980715814113366,0.04668904621354678,Not Significant
MIR22,-0.032688975982311186,0.7905522685190985,0.8981050597674765,0.04667285686445595,Not Significant
PEX7,-0.0202175158275531,0.7906141149265058,0.8981307258586194,0.04666044575245677,Not Significant
SPINT2,0.03309295548186367,0.7909702609173771,0.8984906945581168,0.04648641641030937,Not Significant
PKLR,0.02852664723813436,0.791014732088175,0.8984966027988602,0.04648356061232303,Not Significant
DENND1C,-0.02581720430107262,0.7912014127213487,0.8986194253196554,0.046424197563656996,Not Significant
RP11-24D15.1,-0.052012461059189,0.7911841621803967,0.8986194253196554,0.046424197563656996,Not Significant
CAMK2A,-0.04180062305295855,0.791263755791017,0.8986438125407002,0.04641241160453175,Not Significant
LRRC10B,-0.05051884232740325,0.7913206198730249,0.8986438125407002,0.04641241160453175,Not Significant
YTHDF1,0.015221284293038012,0.7913407139453684,0.8986438125407002,0.04641241160453175,Not Significant
LOC101927340,0.05225605466787416,0.7914884113536127,0.8987223251499086,0.04637446987163085,Not Significant
RPS19,0.014508257126589985,0.791474324351976,0.8987223251499086,0.04637446987163085,Not Significant
AC018755.17,-0.06008180082403709,0.7915884806991019,0.8987913472480499,0.0463411172281131,Not Significant
KRTDAP,-0.07671430007034372,0.7917236523686354,0.8988556128712538,0.04631006529615469,Not Significant
PRPF19,-0.02119766857602015,0.7917086465842207,0.8988556128712538,0.04631006529615469,Not Significant
FAM95B1,0.04628921716410521,0.7917803306088927,0.8988753579602792,0.04630052528894796,Not Significant
LOC100506172,-0.05049598030348615,0.791905128677878,0.8989724308682633,0.046253626737710496,Not Significant
AX746670,0.029097176163201212,0.7922096353391306,0.8990950623293307,0.0461943873964362,Not Significant
BSND,0.029854386493820967,0.792197872801655,0.8990950623293307,0.0461943873964362,Not Significant
HSD17B1,0.027933875992363716,0.7921003704028597,0.8990950623293307,0.0461943873964362,Not Significant
PIGK,-0.02563310220078229,0.7921456631732786,0.8990950623293307,0.0461943873964362,Not Significant
TRIM7,-0.03027477975412765,0.7921865446274067,0.8990950623293307,0.0461943873964362,Not Significant
HRASLS5,-0.03628057481660015,0.7922619913445547,0.8991098835357081,0.046187228292397686,Not Significant
ACVR2B-AS1,0.048018892573611985,0.7923287003587325,0.8991409911818173,0.04617220271477497,Not Significant
MDGA1,-0.028787324556994856,0.7924862918246348,0.8992752247655431,0.046107371332262385,Not Significant
LOC100996579,-0.038730529595013635,0.7925807900277999,0.8993131228706578,0.046089069270036795,Not Significant
RANGRF,-0.01967264596522761,0.7925983008167314,0.8993131228706578,0.046089069270036795,Not Significant
TAB2,0.016190885338159128,0.7926378616332754,0.899313412385666,0.046088929458054685,Not Significant
RP1-86D1.3,0.06015757210330713,0.7927834258441195,0.8994339655533027,0.046030716085569925,Not Significant
ALB,-0.03272668576022439,0.7929749193152562,0.8995174097140833,0.04599042668242284,Not Significant
IMPDH1,0.027900713496133045,0.7929382192349916,0.8995174097140833,0.04599042668242284,Not Significant
KRT15,0.057939905537132956,0.792898619191512,0.8995174097140833,0.04599042668242284,Not Significant
VSX1,-0.027358230328609325,0.7930214603599732,0.8995256067144012,0.04598646912057055,Not Significant
RRP7A,0.023804502060096253,0.7931059067879298,0.8995767969119489,0.04596175499614528,Not Significant
SLC39A5,0.030317154054869913,0.7931843182515479,0.8996211372426222,0.04594034905678141,Not Significant
HTR3C,0.03545523063008833,0.7934280721664665,0.8997234935649945,0.04589093908241512,Not Significant
IMPAD1,0.015681271563998414,0.7933655342924999,0.8997234935649945,0.04589093908241512,Not Significant
LARS,0.016744347301780746,0.7933431496498657,0.8997234935649945,0.04589093908241512,Not Significant
POT1-AS1,0.053360466284796584,0.7934318588138503,0.8997234935649945,0.04589093908241512,Not Significant
KCNJ12,0.03439192041001009,0.7935059606358197,0.8997629289001663,0.04587190415306411,Not Significant
EMC8,0.014694838039730387,0.7935527351969202,0.899771375256729,0.0458678273138075,Not Significant
SLC10A7,0.03043767795531556,0.7936154743252724,0.8997979213360868,0.04585501445263685,Not Significant
FLJ32955,-0.057802733393627584,0.7939184001343597,0.9000967739494647,0.045710794857540454,Not Significant
FSTL5,-0.1174193548387085,0.794138119523782,0.9002836268924232,0.04562064812820739,Not Significant
KCNE3,-0.03179104277626914,0.7941619074112666,0.9002836268924232,0.04562064812820739,Not Significant
LOC642776,-0.04453763440860142,0.7943640296867579,0.9004681430456313,0.04553164713564586,Not Significant
DIO1,-0.053891568686562696,0.7945077669913672,0.900547050088042,0.04549359205065282,Not Significant
SEC31A,-0.020299668375035745,0.7945123580890392,0.900547050088042,0.04549359205065282,Not Significant
P2RY4,-0.05028901617927736,0.7945730230386459,0.9005711976581076,0.04548194688915986,Not Significant
CTD-2310F14.1,0.06815294945231712,0.7946148853926025,0.9005740329791334,0.04548057957656895,Not Significant
C7orf34,-0.03760777811275126,0.7946603819320736,0.9005809866068573,0.04547722625926216,Not Significant
XPA,-0.016267812280170338,0.7947052504189104,0.9005872278149911,0.0454742165212141,Not Significant
RP11-231C18.1,0.0511483268013274,0.7947695950444362,0.900615538339691,0.045460564416199625,Not Significant
CRK,-0.02124242119719713,0.7948928829305628,0.900710635967278,0.04541470889538328,Not Significant
LOC729164,-0.04055542156567052,0.7951942213699987,0.9010074671889056,0.04527160974735345,Not Significant
RP11-389C8.2,-0.05235805446688586,0.7953276025879296,0.9011139718338035,0.04522027649241457,Not Significant
LOC102724842,0.05345050748668578,0.7953683638859412,0.9011155318499795,0.0452195246387627,Not Significant
MLC1,-0.07344075972263986,0.7954532735720442,0.9011671073147342,0.04519466844888004,Not Significant
RN7SKP150,-0.05409315646668564,0.7956277376418102,0.9013201285955645,0.04512093000933486,Not Significant
ARNT,0.01840126620440273,0.7957514312185656,0.901415622649806,0.045074919338251446,Not Significant
NSL1,0.019865616520954532,0.7958314910886877,0.9014209785250961,0.04507233893015154,Not Significant
SPAG17,0.059458446387298525,0.7958349548167369,0.9014209785250961,0.04507233893015154,Not Significant
PNLIPRP1,0.03544960305497025,0.796005396289989,0.9015694008769343,0.04500083659794119,Not Significant
HAT1,0.017833986534019533,0.7960622295038084,0.9015891402359736,0.04499132806664795,Not Significant
ADAM15,-0.03198804140287259,0.7963659983946894,0.9017887743786477,0.044895175168007694,Not Significant
KCNK7,-0.02500760392590265,0.7963785848911578,0.9017887743786477,0.044895175168007694,Not Significant
LOC727944,0.05552758516732109,0.7962877040349411,0.9017887743786477,0.044895175168007694,Not Significant
YARS2,0.014441965631597414,0.7963961527576466,0.9017887743786477,0.044895175168007694,Not Significant
IL34,-0.045609385991356305,0.7965900508824145,0.90193803237491,0.044823299622263287,Not Significant
SCRT1,-0.04145844638729694,0.7966068076150429,0.90193803237491,0.044823299622263287,Not Significant
CEMIP,0.04165696914883099,0.7968890373606822,0.9019526659909742,0.04481625340963756,Not Significant
CSNK2A2,0.020458396141093918,0.7967739351653385,0.9019526659909742,0.04481625340963756,Not Significant
HEATR9,0.056668576022511186,0.7968513869792433,0.9019526659909742,0.04481625340963756,Not Significant
RASGEF1A,-0.03924786453622611,0.7968645081804417,0.9019526659909742,0.04481625340963756,Not Significant
SNPH,0.052631996784243906,0.796750816942212,0.9019526659909742,0.04481625340963756,Not Significant
SQSTM1,-0.020222640940607217,0.7966808810347672,0.9019526659909742,0.04481625340963756,Not Significant
USB1,0.02260332294911893,0.7968956793272528,0.9019526659909742,0.04481625340963756,Not Significant
BC042855,0.036363179579943394,0.7970576600011144,0.9020714807057518,0.04475904732936872,Not Significant
DMBT1,-0.05231082303286003,0.7971189334313326,0.9020714807057518,0.04475904732936872,Not Significant
RAB4B,-0.0438969952768552,0.7971029624096432,0.9020714807057518,0.04475904732936872,Not Significant
SEC14L3,-0.0306999296553101,0.797371204903651,0.9023123383053333,0.04464310400739712,Not Significant
LDHAL6CP,-0.05567038488594024,0.7974121216936427,0.9023140130737164,0.04464229792067819,Not Significant
LOC100499489,-0.033251482263088064,0.797604339212,0.9024868839904338,0.044559101058837494,Not Significant
HSPB9,0.0599145814491016,0.7977872610100976,0.902604585467588,0.044502464480606074,Not Significant
RP11-560A15.4,0.04737141995779433,0.7977837733832867,0.902604585467588,0.044502464480606074,Not Significant
CLASP2,-0.01982145847988294,0.7978502634238843,0.9026312315634134,0.044489643715282357,Not Significant
COLQ,-0.06031293337352912,0.7980369398486636,0.9026943483605184,0.044459276587032345,Not Significant
FUK,-0.020365993367498628,0.7981033204975929,0.9026943483605184,0.044459276587032345,Not Significant
LINC01257,0.05548939805044778,0.7979755598742226,0.9026943483605184,0.044459276587032345,Not Significant
ND2,0.028047331926442376,0.7980706677367735,0.9026943483605184,0.044459276587032345,Not Significant
OSTF1,0.01728007235453867,0.7980363151614952,0.9026943483605184,0.044459276587032345,Not Significant
CTD-2541M15.1,-0.05285569289518534,0.7982234221487985,0.9027409371145524,0.044436862891052246,Not Significant
NR4A2,-0.040598331825945216,0.7982230266540986,0.9027409371145524,0.044436862891052246,Not Significant
RTN3,0.017308210230130086,0.7982858228142556,0.9027668854285374,0.044424379744273844,Not Significant
GPR144,-0.048901517435432515,0.7985111811297774,0.9028432409690308,0.04438764890251132,Not Significant
IQCK,-0.02071020500452081,0.7985089737499205,0.9028432409690308,0.04438764890251132,Not Significant
LOC340178,0.05188513717214474,0.7984747339597246,0.9028432409690308,0.04438764890251132,Not Significant
LRR1,0.029486534016683733,0.7984979875027238,0.9028432409690308,0.04438764890251132,Not Significant
CCDC71,0.032815797407297204,0.7986666944716548,0.9029155102031314,0.04435288664030141,Not Significant
LOC100129620,-0.065003617726861,0.7986934882430584,0.9029155102031314,0.04435288664030141,Not Significant
VN1R4,-0.05319224198572907,0.7986256188511154,0.9029155102031314,0.04435288664030141,Not Significant
GRIN3B,0.05020671289317766,0.7988324994779971,0.9030280428881706,0.044298762773444245,Not Significant
OR10H3,-0.04835493920208889,0.7989080314796836,0.9030688088659237,0.044279157579876306,Not Significant
LOC101929757,0.057487790171842953,0.7989867942686351,0.9031132226492624,0.044257799089212804,Not Significant
PIH1D2,-0.04571289317656377,0.799033015317968,0.9031208511818953,0.04425413065035926,Not Significant
LINC00280,-0.046163601648074315,0.7991272995285084,0.9031828004945797,0.04422434136809536,Not Significant
EVPLL,0.03929323686061827,0.7992298041679905,0.9032540340510558,0.044190090139457495,Not Significant
TLR1,-0.02580062305295734,0.79929997010059,0.9032887146054281,0.04417341566728535,Not Significant
C14orf105,0.03361069239272525,0.7999386017654438,0.9034085953349611,0.04411578173036338,Not Significant
C15orf48,-0.07556788262485953,0.80003780413798,0.9034085953349611,0.04411578173036338,Not Significant
CACFD1,-0.02842352527384029,0.7998303498106719,0.9034085953349611,0.04411578173036338,Not Significant
CAPG,-0.03982423876997049,0.7997367207537321,0.9034085953349611,0.04411578173036338,Not Significant
CARS-AS1,-0.04678997085719952,0.8000202952008245,0.9034085953349611,0.04411578173036338,Not Significant
ELSPBP1,0.034454527183199135,0.7995787269129466,0.9034085953349611,0.04411578173036338,Not Significant
FAM50A,-0.017623454929150184,0.7999197991693975,0.9034085953349611,0.04411578173036338,Not Significant
HSD3B7,-0.05022751482262974,0.7997976822122655,0.9034085953349611,0.04411578173036338,Not Significant
IL5,-0.05371158677519748,0.799885006466048,0.9034085953349611,0.04411578173036338,Not Significant
KAAG1,0.03785549191036153,0.7997184376911115,0.9034085953349611,0.04411578173036338,Not Significant
LINC00528,-0.045039995980301895,0.7997273928818749,0.9034085953349611,0.04411578173036338,Not Significant
MAPK8,0.016810672294243614,0.7998341195393468,0.9034085953349611,0.04411578173036338,Not Significant
PKP3,0.03373118279570037,0.7995034358554387,0.9034085953349611,0.04411578173036338,Not Significant
RP11-66N11.7,0.06051783740327699,0.7995248873485926,0.9034085953349611,0.04411578173036338,Not Significant
RP11-862L9.3,0.06839302582655121,0.7997283782901375,0.9034085953349611,0.04411578173036338,Not Significant
SARNP,-0.020256858607172024,0.8000197758455247,0.9034085953349611,0.04411578173036338,Not Significant
C19orf68,0.03789910561752749,0.800088026223869,0.903420719538179,0.04410995331645426,Not Significant
LINC00348,0.05518671490302607,0.8001776958575666,0.9034773826105963,0.04408271496841759,Not Significant
LILRP2,-0.053952266103908145,0.8002681983635112,0.9035309692803547,0.04405695704099891,Not Significant
PKN2,0.020503065018593114,0.8003436256295868,0.9035309692803547,0.04405695704099891,Not Significant
STAR,-0.05121133554416531,0.8003044239995616,0.9035309692803547,0.04405695704099891,Not Significant
MAGEA4,0.07873992563561574,0.8006885228732745,0.9038311413163216,0.04391269921986127,Not Significant
PAX7,0.035771630991861196,0.8006665074433903,0.9038311413163216,0.04391269921986127,Not Significant
LINC00354,0.04171691287307905,0.8007811306801256,0.9038370274232238,0.0439098709311391,Not Significant
LOC283887,-0.03446296854587347,0.8008122473742829,0.9038370274232238,0.0439098709311391,Not Significant
LY6G6C,0.04209647271631092,0.8008061893413407,0.9038370274232238,0.0439098709311391,Not Significant
OVOL3,0.04404743241885344,0.8008560392516503,0.9038418674136911,0.0439075453177147,Not Significant
DAOA,0.0396701839011164,0.8010175340479095,0.9039795392629068,0.04384139926554103,Not Significant
AK093301,-0.03821183800622924,0.8010946188346266,0.9040219422409991,0.04382102828731615,Not Significant
CNGB3,-0.044539543764444814,0.801136356771978,0.9040244546726601,0.04381982131031775,Not Significant
IHH,-0.03718998090644037,0.8012865850742632,0.9041493843516862,0.04375980908235344,Not Significant
FLJ45825,-0.04940377851472108,0.8016225098010041,0.9043476991986604,0.04366456199033544,Not Significant
KRTAP4-6,-0.05189227213345278,0.801644428007473,0.9043476991986604,0.04366456199033544,Not Significant
LOC285043,0.05035966234549388,0.8016410491779188,0.9043476991986604,0.04366456199033544,Not Significant
